name,type,city,rating,reviews_count,price_range,link,categories,address,phone
ADEGA Restaurant,fine dining,San Jose,4.0,621,$$$$,https://www.yelp.com/biz/adega-restaurant-san-jose?osq=fine+dining,"['Portuguese', 'Classy', 'Upscale']",N/A,(408) 926-9075
Be.Steak.A,fine dining,San Jose,4.2,712,$$$$,https://www.yelp.com/biz/be-steak-a-campbell?osq=fine+dining,"['Bars', 'Italian', 'Steakhouses', 'Classy', 'Upscale']",N/A,(669) 247-0662
The Hero Ranch Kitchen,fine dining,San Jose,4.5,873,$$$,https://www.yelp.com/biz/the-hero-ranch-kitchen-saratoga-2?osq=fine+dining,"['American', 'Trendy', 'Upscale']",N/A,(669) 267-3183
Saizon,fine dining,Fresno,4.4,766,$$$,https://www.yelp.com/biz/saizon-fresno?osq=fine+dining,"['New American', 'New Mexican Cuisine', 'Breakfast & Brunch', 'Romantic', 'Hipster']",N/A,(559) 552-9688
L’Aperitif Bistro Fusion,fine dining,Fresno,4.4,379,N/A,https://www.yelp.com/biz/l-aperitif-bistro-fusion-fresno?osq=fine+dining,"['French', 'Italian', 'Seafood', 'Romantic', 'Casual']",N/A,(559) 472-3824
The Lime Lite,fine dining,Fresno,4.5,633,$$$,https://www.yelp.com/biz/the-lime-lite-fresno?osq=fine+dining,"['New American', 'Classy', 'Romantic']",N/A,(559) 224-1054
Cracked Pepper Bistro,fine dining,Fresno,4.1,616,$$$,https://www.yelp.com/biz/cracked-pepper-bistro-fresno-2?osq=fine+dining,"['New American', 'Cocktail Bars', 'Trendy', 'Upscale']",N/A,(559) 753-2098
Trelio Food & Wine,fine dining,Fresno,4.4,403,$$$,https://www.yelp.com/biz/trelio-food-and-wine-clovis?osq=fine+dining,"['New American', 'Modern European', 'French', 'Intimate', 'Classy']",N/A,(559) 297-0783
Oiza,fine dining,Fresno,4.7,247,$$$,https://www.yelp.com/biz/oiza-fresno?osq=fine+dining,"['Sushi Bars', 'Teppanyaki', 'Cocktail Bars', 'Upscale', 'Trendy']",N/A,(559) 890-3889
The Annex Kitchen,fine dining,Fresno,4.4,1717,$$$,https://www.yelp.com/biz/the-annex-kitchen-fresno-2?osq=fine+dining,"['Pizza', 'Italian', 'Cocktail Bars', 'Trendy', 'Upscale']",N/A,(559) 248-8512
13 Prime Steak,fine dining,Fresno,4.3,594,$$$$,https://www.yelp.com/biz/13-prime-steak-clovis-3?osq=fine+dining,"['Steakhouses', 'Cocktail Bars', 'Upscale', 'Casual']",N/A,(559) 216-1313
The Palms,fine dining,Fresno,3.8,311,$$$,https://www.yelp.com/biz/the-palms-fresno-2?osq=fine+dining,"['Seafood', 'Steakhouses', 'Intimate', 'Romantic']",N/A,(559) 438-0500
Max’s Bistro and Bar,fine dining,Fresno,4.0,780,$$$,https://www.yelp.com/biz/maxs-bistro-and-bar-fresno-2?osq=fine+dining,"['Seafood', 'Steakhouses', 'New American', 'Trendy', 'Classy']",N/A,(559) 439-6900
Chez Bacchus,fine dining,Long Beach,4.8,352,$$$,https://www.yelp.com/biz/chez-bacchus-long-beach?osq=fine+dining,"['New American', 'Bars', 'Tea Rooms', 'Classy', 'Romantic']",N/A,(562) 336-1440
Sky Room,fine dining,Long Beach,4.2,54,N/A,https://www.yelp.com/biz/sky-room-long-beach?osq=fine+dining,"['American', 'Intimate', 'Classy']",N/A,(562) 317-1000
BO-beau kitchen + roof tap,fine dining,Long Beach,4.3,3216,$$$,https://www.yelp.com/biz/bo-beau-kitchen-roof-tap-long-beach-3?osq=fine+dining,"['Tapas/Small Plates', 'New American', 'French', 'Trendy', 'Casual']",N/A,(562) 983-0056
555 East Steakhouse,fine dining,Long Beach,4.4,2938,$$$$,https://www.yelp.com/biz/555-east-steakhouse-long-beach-2?osq=fine+dining,"['Steakhouses', 'Barbeque', 'Cocktail Bars', 'Classy', 'Upscale']",N/A,(562) 437-0626
Nettuno,fine dining,Long Beach,4.4,35,N/A,https://www.yelp.com/biz/nettuno-long-beach?osq=fine+dining,"['Italian', 'Upscale', 'Intimate']",N/A,(562) 317-1000
The 908,fine dining,Long Beach,4.3,1158,$$,https://www.yelp.com/biz/the-908-long-beach?osq=fine+dining,"['New American', 'Cocktail Bars', 'Casual', 'Trendy']",N/A,(562) 420-5331
Black Pork,fine dining,Long Beach,4.7,102,N/A,https://www.yelp.com/biz/black-pork-long-beach?osq=fine+dining,"['Smokehouse', 'American', 'Coffee & Tea']",N/A,(562) 247-8932
Queensview Steakhouse,fine dining,Long Beach,4.3,462,$$$,https://www.yelp.com/biz/queensview-steakhouse-long-beach-2?osq=fine+dining,"['Steakhouses', 'Classy', 'Romantic']",N/A,(562) 432-6500
A PCH,fine dining,Long Beach,4.4,387,$$$,https://www.yelp.com/biz/a-pch-long-beach-3?osq=fine+dining,"['Breakfast & Brunch', 'New American', 'Classy', 'Trendy']",N/A,(562) 784-7498
Viaje,fine dining,Long Beach,4.6,444,N/A,https://www.yelp.com/biz/viaje-long-beach?osq=fine+dining,"['Mexican', 'Cocktail Bars', 'Romantic', 'Trendy']",N/A,(562) 833-9299
Pomet,fine dining,Oakland,4.5,190,$$$$,https://www.yelp.com/biz/pomet-oakland-2?osq=fine+dining,"['New American', 'Intimate', 'Romantic']",N/A,(510) 450-2541
Commis,fine dining,Oakland,4.3,1193,$$$$,https://www.yelp.com/biz/commis-oakland-3?osq=fine+dining,"['New American', 'Classy', 'Upscale']",N/A,(510) 653-3902
MAMA Oakland,fine dining,Oakland,4.3,532,$$$,https://www.yelp.com/biz/mama-oakland-oakland?osq=fine+dining,"['Italian', 'Wine Bars', 'Casual', 'Intimate']",N/A,(510) 974-6372
Mägo,fine dining,Oakland,4.3,264,$$$$,https://www.yelp.com/biz/m%C3%A4go-oakland?osq=fine+dining,"['Colombian', 'Trendy', 'Classy']",N/A,(510) 344-7214
Wood Tavern,fine dining,Oakland,4.3,2301,$$,https://www.yelp.com/biz/wood-tavern-oakland?osq=fine+dining,"['New American', 'Trendy', 'Casual']",N/A,(510) 654-6607
Popoca Oakland,fine dining,Oakland,4.5,145,$$$,https://www.yelp.com/biz/popoca-oakland-oakland-2?osq=fine+dining,"['Salvadoran', 'Bars', 'Trendy', 'Romantic']",N/A,(510) 457-1724
The Wolf,fine dining,Oakland,4.2,484,$$$,https://www.yelp.com/biz/the-wolf-oakland?osq=fine+dining,"['New American', 'Bars', 'Coffee & Tea', 'Intimate', 'Classy']",N/A,(510) 879-7953
Saltbreaker,fine dining,Oakland,4.4,260,$$,https://www.yelp.com/biz/saltbreaker-alameda?osq=fine+dining,"['Cocktail Bars', 'Burgers', 'New American', 'Trendy', 'Romantic']",N/A,(510) 263-8232
ELIA,fine dining,Oakland,4.3,485,$$$,https://www.yelp.com/biz/elia-walnut-creek-2?osq=fine+dining,"['Greek', 'Cocktail Bars', 'Upscale', 'Trendy']",N/A,(925) 322-8671
À Côté,fine dining,Oakland,3.9,1458,$$$,https://www.yelp.com/biz/%C3%A0-c%C3%B4t%C3%A9-oakland-6?osq=fine+dining,"['French', 'Spanish', 'Italian', 'Romantic', 'Intimate']",N/A,(510) 655-6469
Horse in the Alley,fine dining,Bakersfield,4.6,283,$$$,https://www.yelp.com/biz/horse-in-the-alley-bakersfield?osq=fine+dining,['Steakhouses'],N/A,(661) 323-6889
Belvedere Room,fine dining,Bakersfield,4.0,204,$$$,https://www.yelp.com/biz/belvedere-room-bakersfield?osq=fine+dining,"['New American', 'Breakfast & Brunch', 'Steakhouses', 'Classy', 'Upscale']",N/A,(661) 427-4900
Flame & Fire Brazilian Steakhouse,fine dining,Bakersfield,4.1,456,$$$$,https://www.yelp.com/biz/flame-and-fire-brazilian-steakhouse-bakersfield?osq=fine+dining,"['Steakhouses', 'Brazilian', 'Wine Bars', 'Romantic', 'Classy']",N/A,(661) 498-7577
Brazas Cocina Latinoamericana,fine dining,Bakersfield,3.9,187,N/A,https://www.yelp.com/biz/brazas-cocina-latinoamericana-bakersfield-3?osq=fine+dining,"['Latin American', 'Steakhouses', 'Intimate', 'Romantic']",N/A,(661) 843-7223
Petroleum Club at Sundale,fine dining,Bakersfield,4.0,67,$$$,https://www.yelp.com/biz/petroleum-club-at-sundale-bakersfield?osq=fine+dining,"['New American', 'Venues & Event Spaces', 'Intimate', 'Classy']",N/A,(661) 324-6561
The Nines Restaurant,fine dining,Bakersfield,3.3,64,$$,https://www.yelp.com/biz/the-nines-restaurant-bakersfield?osq=fine+dining,"['American', 'Diners', 'Breakfast & Brunch', 'Casual', 'Classy']",N/A,(661) 565-9319
Frugatti’s,fine dining,Bakersfield,4.0,1488,$$,https://www.yelp.com/biz/frugattis-bakersfield-2?osq=fine+dining,"['Italian', 'Pizza', 'Casual', 'Romantic']",N/A,(661) 836-2000
Zama Latin American Cuisine,fine dining,Bakersfield,3.8,342,$$$,https://www.yelp.com/biz/zama-latin-american-cuisine-bakersfield?osq=fine+dining,"['Latin American', 'Trendy', 'Romantic']",N/A,(661) 432-7835
Uricchio’s Trattoria,fine dining,Bakersfield,4.1,538,$$,https://www.yelp.com/biz/uricchios-trattoria-bakersfield?osq=fine+dining,"['Italian', 'Salad', 'Seafood', 'Romantic', 'Classy']",N/A,(661) 326-8870
The 18hundred,fine dining,Bakersfield,4.0,846,$$,https://www.yelp.com/biz/the-18hundred-bakersfield?osq=fine+dining,"['New American', 'Burgers', 'Cocktail Bars', 'Trendy', 'Casual']",N/A,(661) 493-0442
Top of The V,fine dining,Anaheim,4.0,561,N/A,https://www.yelp.com/biz/top-of-the-v-anaheim-2?osq=fine+dining,"['Cocktail Bars', 'Spanish', 'Basque', 'Touristy', 'Upscale']",N/A,(657) 439-3289
THE RANCH Restaurant,fine dining,Anaheim,4.3,3757,$$$$,https://www.yelp.com/biz/the-ranch-restaurant-anaheim-3?osq=fine+dining,"['New American', 'Steakhouses', 'Venues & Event Spaces', 'Classy', 'Upscale']",N/A,(714) 817-4200
Summit House,fine dining,Anaheim,4.3,2664,$$$,https://www.yelp.com/biz/summit-house-fullerton-2?osq=fine+dining,"['Steakhouses', 'American', 'Romantic', 'Classy']",N/A,(714) 671-4111
Tangerine Room,fine dining,Anaheim,4.5,240,N/A,https://www.yelp.com/biz/tangerine-room-anaheim-5?osq=fine+dining,"['New American', 'Romantic', 'Casual']",N/A,(657) 279-9786
The Hobbit,fine dining,Anaheim,4.3,742,$$$$,https://www.yelp.com/biz/the-hobbit-orange?osq=fine+dining,"['French', 'Wineries', 'Romantic', 'Classy']",N/A,(714) 997-1972
The Peel,fine dining,Anaheim,4.1,108,N/A,https://www.yelp.com/biz/the-peel-orange?osq=fine+dining,"['Bars', 'New American', 'Salad', 'Casual', 'Intimate']",N/A,(714) 634-4500
The Cellar Restaurant,fine dining,Anaheim,4.1,1870,$$$,https://www.yelp.com/biz/the-cellar-restaurant-fullerton?osq=fine+dining,"['French', 'Cocktail Bars', 'Wine Bars', 'Romantic', 'Intimate']",N/A,(714) 525-5682
Fat Of The Land,fine dining,Anaheim,4.9,170,$$$,https://www.yelp.com/biz/fat-of-the-land-santa-ana?osq=fine+dining,"['Wine Bars', 'Modern European', 'Breakfast & Brunch', 'Hipster', 'Intimate']",N/A,(714) 486-2372
The Rosemary Room,fine dining,Anaheim,4.4,17,N/A,https://www.yelp.com/biz/the-rosemary-room-buena-park?osq=fine+dining,"['French', 'Bars', 'American', 'Romantic', 'Classy']",N/A,(657) 252-5200
Tocca Ferro Italian Chophouse,fine dining,Anaheim,4.3,52,N/A,https://www.yelp.com/biz/tocca-ferro-italian-chophouse-anaheim-2?osq=fine+dining,"['Italian', 'Steakhouses', 'Romantic', 'Intimate']",N/A,(714) 294-7800
Fat Of The Land,fine dining,Santa Ana,4.9,170,$$$,https://www.yelp.com/biz/fat-of-the-land-santa-ana?osq=fine+dining,"['Wine Bars', 'Modern European', 'Breakfast & Brunch', 'Hipster', 'Intimate']",N/A,(714) 486-2372
Trust,fine dining,Santa Ana,4.7,618,$$$$,https://www.yelp.com/biz/trust-santa-ana?osq=fine+dining,"['Tapas/Small Plates', 'New American', 'Trendy', 'Casual']",N/A,(714) 732-0598
Benchmark,fine dining,Santa Ana,4.5,1621,$$,https://www.yelp.com/biz/benchmark-santa-ana?osq=fine+dining,"['New American', 'Casual', 'Trendy']",N/A,(657) 553-2678
Top of The V,fine dining,Santa Ana,4.0,561,N/A,https://www.yelp.com/biz/top-of-the-v-anaheim-2?osq=fine+dining,"['Cocktail Bars', 'Spanish', 'Basque', 'Touristy', 'Upscale']",N/A,(657) 439-3289
THE RANCH Restaurant,fine dining,Santa Ana,4.3,3757,$$$$,https://www.yelp.com/biz/the-ranch-restaurant-anaheim-3?osq=fine+dining,"['New American', 'Steakhouses', 'Venues & Event Spaces', 'Classy', 'Upscale']",N/A,(714) 817-4200
Solstice,fine dining,Santa Ana,4.5,665,N/A,https://www.yelp.com/biz/solstice-irvine-3?osq=fine+dining,"['New American', 'Bars', 'Breakfast & Brunch', 'Upscale', 'Trendy']",N/A,(949) 241-7088
OmG Omakase by Gino,fine dining,Santa Ana,4.8,316,$$$$,https://www.yelp.com/biz/omg-omakase-by-gino-santa-ana?osq=fine+dining,"['Sushi Bars', 'Trendy', 'Intimate']",N/A,(657) 231-6008
The Peel,fine dining,Santa Ana,4.1,108,N/A,https://www.yelp.com/biz/the-peel-orange?osq=fine+dining,"['Bars', 'New American', 'Salad', 'Casual', 'Intimate']",N/A,(714) 634-4500
The Hobbit,fine dining,Santa Ana,4.3,742,$$$$,https://www.yelp.com/biz/the-hobbit-orange?osq=fine+dining,"['French', 'Wineries', 'Romantic', 'Classy']",N/A,(714) 997-1972
Nova Kitchen & Bar,fine dining,Santa Ana,4.6,6797,N/A,https://www.yelp.com/biz/nova-kitchen-and-bar-garden-grove?osq=fine+dining,"['Asian Fusion', 'Sushi Bars', 'Classy', 'Trendy']",N/A,(714) 660-4668
The Rustik Fork Eatery,fine dining,Riverside,4.3,1107,$$,https://www.yelp.com/biz/the-rustik-fork-eatery-riverside?osq=fine+dining,"['Gastropubs', 'Burgers', 'New American', 'Casual', 'Trendy']",N/A,(951) 406-4132
Marios Place,fine dining,Riverside,4.1,965,$$$,https://www.yelp.com/biz/marios-place-riverside?osq=fine+dining,"['Italian', 'Romantic', 'Classy']",N/A,(951) 684-7755
Le Chat Noir,fine dining,Riverside,4.6,507,$$$,https://www.yelp.com/biz/le-chat-noir-riverside?osq=fine+dining,"['French', 'Desserts', 'Intimate', 'Classy']",N/A,(951) 786-9266
Con Amore Ristorante,fine dining,Riverside,4.6,1091,$$$,https://www.yelp.com/biz/con-amore-ristorante-corona?osq=fine+dining,"['Italian', 'Casual', 'Romantic']",N/A,(951) 272-5894
Cornelio’s Steak House,fine dining,Riverside,4.4,220,N/A,https://www.yelp.com/biz/cornelio-s-steak-house-rancho-cucamonga?osq=fine+dining,"['Steakhouses', 'Salad', 'Seafood', 'Intimate', 'Upscale']",N/A,(909) 936-7666
The Pines Modern Steakhouse,fine dining,Riverside,4.3,970,$$$$,https://www.yelp.com/biz/the-pines-modern-steakhouse-highland?osq=fine+dining,"['Steakhouses', 'Cocktail Bars', 'Wine Bars', 'Romantic', 'Classy']",N/A,(909) 425-4889
JD’s Mission Steakhouse,fine dining,Riverside,4.2,357,$$,https://www.yelp.com/biz/jds-mission-steakhouse-riverside-2?osq=fine+dining,"['Steakhouses', 'Buffets', 'Casual', 'Trendy']",N/A,(951) 934-3322
Duane’s Prime Steaks & Seafood,fine dining,Riverside,3.5,754,$$$$,https://www.yelp.com/biz/duanes-prime-steaks-and-seafood-riverside?osq=fine+dining,"['Steakhouses', 'Seafood', 'Classy', 'Upscale']",N/A,(951) 784-0300
Fleming’s Prime Steakhouse & Wine Bar,fine dining,Riverside,4.1,2335,$$$$,https://www.yelp.com/biz/fleming-s-prime-steakhouse-and-wine-bar-rancho-cucamonga-2?osq=fine+dining,"['Steakhouses', 'Wine Bars', 'Seafood', 'Classy', 'Upscale']",N/A,(909) 463-0416
Martiniz Fresko Kitchen,fine dining,Riverside,4.9,209,$$,https://www.yelp.com/biz/martiniz-fresko-kitchen-norco?osq=fine+dining,"['American', 'Seafood', 'Breakfast & Brunch', 'Casual', 'Trendy']",N/A,(951) 268-6547
The Kitchen at StoneBrier,fine dining,Stockton,4.1,591,$$$,https://www.yelp.com/biz/the-kitchen-at-stonebrier-stockton?osq=fine+dining,"['New American', 'Seafood', 'Breakfast & Brunch', 'Classy', 'Upscale']",N/A,(209) 932-9322
Prime Table,fine dining,Stockton,4.2,530,$$$,https://www.yelp.com/biz/prime-table-stockton-2?osq=fine+dining,"['Steakhouses', 'Classy', 'Upscale']",N/A,(209) 808-5999
Market Tavern,fine dining,Stockton,4.0,1795,$$,https://www.yelp.com/biz/market-tavern-stockton-2?osq=fine+dining,"['New American', 'Seafood', 'Pizza', 'Trendy', 'Upscale']",N/A,(209) 932-8001
Midgley’s Public House,fine dining,Stockton,3.4,963,$$$,https://www.yelp.com/biz/midgleys-public-house-stockton?osq=fine+dining,"['Steakhouses', 'Gastropubs', 'American', 'Trendy', 'Casual']",N/A,(209) 474-7700
Pietro’s,fine dining,Stockton,4.3,1664,$$,https://www.yelp.com/biz/pietros-lodi?osq=fine+dining,"['Italian', 'Desserts', 'Wine Bars', 'Classy', 'Casual']",N/A,(209) 368-0613
Mezzo,fine dining,Stockton,4.0,329,$$$,https://www.yelp.com/biz/mezzo-stockton?osq=fine+dining,"['Italian', 'Wine Bars', 'Cocktail Bars', 'Classy', 'Upscale']",N/A,(209) 473-7300
Woodbridge Inn Steakhouse,fine dining,Stockton,3.6,150,$$$,https://www.yelp.com/biz/woodbridge-inn-steakhouse-woodbridge?osq=fine+dining,"['Steakhouses', 'American', 'Cocktail Bars', 'Casual', 'Classy']",N/A,(209) 310-2190
The Oxford Kitchen - Lodi,fine dining,Stockton,4.1,366,$$,https://www.yelp.com/biz/the-oxford-kitchen-lodi-lodi?osq=fine+dining,"['New American', 'Cocktail Bars', 'Breakfast & Brunch', 'Trendy', 'Classy']",N/A,(209) 263-7234
Cast Iron Trading,fine dining,Stockton,4.4,464,$$,https://www.yelp.com/biz/cast-iron-trading-stockton-4?osq=fine+dining,"['Beer Bar', 'New American', 'Casual', 'Hipster']",N/A,(209) 227-8585
AVE on the Mile,fine dining,Stockton,4.0,340,$$,https://www.yelp.com/biz/ave-on-the-mile-stockton?osq=fine+dining,"['Bars', 'New American', 'Trendy', 'Classy']",N/A,(209) 462-5283
Solstice,fine dining,Irvine,4.5,665,N/A,https://www.yelp.com/biz/solstice-irvine-3?osq=fine+dining,"['New American', 'Bars', 'Breakfast & Brunch', 'Upscale', 'Trendy']",N/A,(949) 241-7088
Fat Of The Land,fine dining,Irvine,4.9,170,$$$,https://www.yelp.com/biz/fat-of-the-land-santa-ana?osq=fine+dining,"['Wine Bars', 'Modern European', 'Breakfast & Brunch', 'Hipster', 'Intimate']",N/A,(714) 486-2372
Top of The V,fine dining,Irvine,4.0,561,N/A,https://www.yelp.com/biz/top-of-the-v-anaheim-2?osq=fine+dining,"['Cocktail Bars', 'Spanish', 'Basque', 'Touristy', 'Upscale']",N/A,(657) 439-3289
Benny and Mary’s,fine dining,Irvine,4.3,427,N/A,https://www.yelp.com/biz/benny-and-marys-irvine?osq=fine+dining,"['New American', 'Breakfast & Brunch', 'Salad', 'Trendy', 'Classy']",N/A,(714) 439-1733
Kalbi Social Club,fine dining,Irvine,4.2,163,N/A,https://www.yelp.com/biz/kalbi-social-club-irvine-2?osq=fine+dining,"['Korean', 'Cocktail Bars', 'Trendy', 'Hipster']",N/A,(949) 792-5064
THE RANCH Restaurant,fine dining,Irvine,4.3,3757,$$$$,https://www.yelp.com/biz/the-ranch-restaurant-anaheim-3?osq=fine+dining,"['New American', 'Steakhouses', 'Venues & Event Spaces', 'Classy', 'Upscale']",N/A,(714) 817-4200
Izakaya Osen - Irvine,fine dining,Irvine,4.3,1733,$$$,https://www.yelp.com/biz/izakaya-osen-irvine-irvine?osq=fine+dining,"['Sushi Bars', 'Izakaya', 'Trendy', 'Romantic']",N/A,(949) 620-4578
Trust,fine dining,Irvine,4.7,618,$$$$,https://www.yelp.com/biz/trust-santa-ana?osq=fine+dining,"['Tapas/Small Plates', 'New American', 'Trendy', 'Casual']",N/A,(714) 732-0598
The Hobbit,fine dining,Irvine,4.3,742,$$$$,https://www.yelp.com/biz/the-hobbit-orange?osq=fine+dining,"['French', 'Wineries', 'Romantic', 'Classy']",N/A,(714) 997-1972
Twenty Eight,fine dining,Irvine,4.0,719,$$$,https://www.yelp.com/biz/twenty-eight-irvine?osq=fine+dining,"['Steakhouses', 'Whiskey Bars', 'Venues & Event Spaces', 'Upscale', 'Trendy']",N/A,(949) 852-2828
Italianissimo Trattoria,fine dining,Chula Vista,4.4,1043,$$,https://www.yelp.com/biz/italianissimo-trattoria-chula-vista?osq=fine+dining,"['Italian', 'Romantic', 'Intimate']",N/A,(619) 651-1457
Garbatella,fine dining,Chula Vista,4.0,484,N/A,https://www.yelp.com/biz/garbatella-chula-vista?osq=fine+dining,"['Italian', 'Wine Bars', 'Pizza', 'Casual', 'Upscale']",N/A,(619) 651-1185
Savoie Italian Eatery,fine dining,Chula Vista,3.6,1062,$$,https://www.yelp.com/biz/savoie-italian-eatery-chula-vista?osq=fine+dining,"['Italian', 'Bars', 'Breakfast & Brunch', 'Upscale', 'Classy']",N/A,(619) 591-5757
C Level,fine dining,Chula Vista,4.3,5125,$$,https://www.yelp.com/biz/c-level-san-diego-6?osq=fine+dining,"['New American', 'Seafood', 'Steakhouses', 'Romantic', 'Classy']",N/A,(619) 298-6802
The Remy,fine dining,Chula Vista,4.4,357,N/A,https://www.yelp.com/biz/the-remy-san-diego?osq=fine+dining,"['Steakhouses', 'Desserts', 'Salad']",N/A,(619) 906-5570
Tainos Restaurant,fine dining,Chula Vista,5.0,1,N/A,https://www.yelp.com/biz/tainos-restaurant-chula-vista-4?osq=fine+dining,"['Puerto Rican', 'Touristy']",N/A,(619) 708-8381
La Sabrosita Botanero,fine dining,Chula Vista,3.9,282,$$,https://www.yelp.com/biz/la-sabrosita-botanero-chula-vista?osq=fine+dining,"['Mexican', 'Wine Bars', 'Tapas/Small Plates', 'Casual', 'Trendy']",N/A,(619) 349-3019
Juniper and Ivy,fine dining,Chula Vista,4.1,3469,$$$$,https://www.yelp.com/biz/juniper-and-ivy-san-diego-2?osq=fine+dining,"['New American', 'Bars', 'Tapas/Small Plates', 'Trendy', 'Upscale']",N/A,(858) 351-0700
Wolf in the Woods,fine dining,Chula Vista,4.6,413,$$$,https://www.yelp.com/biz/wolf-in-the-woods-san-diego?osq=fine+dining,"['Wine Bars', 'Modern European', 'Tapas Bars', 'Romantic', 'Classy']",N/A,(619) 234-2597
Romesco Mexiterranean Bistro,fine dining,Chula Vista,3.8,1070,$$,https://www.yelp.com/biz/romesco-mexiterranean-bistro-bonita-3?osq=fine+dining,"['Mexican', 'Mediterranean', 'Tapas Bars', 'Romantic', 'Classy']",N/A,(619) 475-8627
